tsr,t1,t2
1,20,45
1.25,20,45
1.5,20,45
1.75,20,45
2,20,45
2.25,20,45
2.5,20,45
2.6,20,45
2.7,20,45
2.8,20,45
2.9,20,45
3,20,45
3.1,20,45
3.2,20,45
3.3,20,45
3.4,20,45
3.5,20,45
3.6,20,45
3.7,20,45
3.8,20,45
3.9,20,45
4,20,45
4.25,20,45
4.5,20,45
4.75,20,45
5,20,45
5.25,20,45
5.5,20,45
5.75,20,45
