tsr,t1,t2
1,20,40
1.25,20,40
1.5,20,40
1.75,20,40
2,20,40
2.25,20,40
2.5,20,40
2.6,20,40
2.7,20,40
2.8,20,40
2.9,20,40
3,20,40
3.1,20,40
3.2,20,40
3.3,20,40
3.4,20,40
3.5,20,40
3.6,20,40
3.7,20,40
3.8,20,40
3.9,20,40
4,20,40
4.25,20,40
4.5,20,40
4.75,20,40
5,20,40
5.25,20,40
5.5,20,40
5.75,20,40
