tsr,t1,t2
1,20,60
1.25,20,60
1.5,20,60
1.75,20,60
2,20,60
2.25,20,60
2.5,20,60
2.6,20,60
2.7,20,60
2.8,20,60
2.9,20,60
3,20,60
3.1,20,60
3.2,20,60
3.3,20,60
3.4,20,60
3.5,20,60
3.6,20,60
3.7,20,60
3.8,20,60
3.9,20,60
4,20,60
4.25,20,60
4.5,20,60
4.75,20,60
5,20,60
5.25,20,60
5.5,20,60
5.75,20,60
