run,tow_speed_nom,tsr_nom,mean_tow_speed,std_tow_speed,t1,t2,n_blade_pass,n_revs,mean_tsr,mean_cp,mean_cd,std_tsr,std_cp,std_cd,std_tsr_per_rev,std_cp_per_rev,std_cd_per_rev,sys_unc_tsr,sys_unc_cp,sys_unc_cd,exp_unc_tsr,exp_unc_cp,exp_unc_cd,dof_tsr,dof_cp,dof_cd,t1_wake,t2_wake,y_R,z_H,mean_u,mean_v,mean_w,std_u,std_v,std_w,mean_upvp,mean_upwp,mean_vpwp,k
0.0,1.0,1.0,1.0000232868020305,0.001947992443766656,15.0,30.76,14.0,4.0,0.99996814213052,0.0029479160373410878,0.34844770855792817,0.06615180934917894,0.02769867588528264,0.06616253851887945,0.0004072192763093329,0.0001911086773620388,0.0036201940402338932,8.801029952951546e-06,0.001072167658392222,0.0004564297748452959,0.0006472171554156367,0.0024755274800013654,0.005573512794213089,3.0112169430707474,8.126222907217056,3.388492198710097,15.0,30.76,0.0,0.0,0.7051106521690973,-0.006265987998281756,-0.03454239441904959,0.15529981024071404,0.17363088133668167,0.10585001389722525,0.0005628896385575249,-6.504062890993451e-05,0.0002412597494839415,0.032724560365601126
1.0,1.0,1.25,1.0000178039215688,0.0017743135339428936,15.0,30.3,17.0,5.0,1.2500317863412542,0.0036474709513176816,0.3530504707163162,0.08106544007449482,0.042187334144174686,0.08346656893710236,0.00024734659303982424,0.0006703375739653186,0.0031985407943347587,8.998619636931521e-06,0.0013403003561111195,0.0004564348682828177,0.0003065524435286763,0.0031189865331844027,0.0039006720585206896,4.053028375718526,8.776538059858146,4.830969120299269,15.0,30.3,0.0,0.0,0.718970231928777,0.022042525393833824,-0.02007385623463265,0.13785510530369124,0.1423771750043156,0.09572665161932349,0.002003038829040538,-0.0005014848872672972,-0.0007012053878038943,0.024211519777527214
2.0,1.0,1.5,1.0000309961928937,0.002627595290503665,15.0,30.76,21.0,7.0,1.5000870552586705,0.018385599224299554,0.39950876336954444,0.11899016076982187,0.07754328418602331,0.1287372327545585,0.0011010107726540919,0.0019342914038990742,0.0034512598287127602,9.234143111564932e-06,0.0016083071346342495,0.0004564237823947085,0.0010182729322963456,0.0038875542154362414,0.003226277381984456,6.005909027374729,11.020371326696793,7.475032301282181,15.0,30.76,0.0,0.0,0.6720375431345369,0.025733927356400527,-0.03288532404333035,0.14364896318996334,0.16418749781240619,0.10117427099547888,0.0005871297402571916,-0.0006977499802911236,-0.001190883530109603,0.02890519769204001
3.0,1.0,1.75,1.0000245142487048,0.0025534082843967783,15.0,30.44,24.0,8.0,1.7499131855073475,0.03882496367203843,0.4599858237094337,0.14457799771138238,0.10822314651013484,0.15120677668665497,0.003076908603048552,0.004472192376986767,0.0042383325579287015,9.504973030453109e-06,0.0018761986425141883,0.00045643112218520085,0.0025723785448189276,0.005234574970334259,0.0035898774806253086,7.001068790729869,14.842528928549868,8.296673668806484,15.0,30.44,0.0,0.0,0.5690398569220625,0.020854457108359755,-0.026340349785241038,0.13216025558665453,0.1408532063492101,0.0885098962902285,0.0030105789179359767,-0.0003836256004798445,0.0003803409298510784,0.022562666430272847
4.0,1.0,2.0,1.0000261040609137,0.002638579714293437,15.0,30.76,28.0,9.0,1.9995695788481014,0.08835334974133657,0.5303567042271209,0.19452159537296446,0.1620686326933179,0.17196146697514034,0.002337572168534281,0.006141419124643094,0.00638914078128707,9.807940585706879e-06,0.0021439493854756003,0.0004564315805559367,0.0017968602883390932,0.0062852049261017525,0.0049501747815659716,8.002535059039406,15.965961101701055,8.73335403855652,15.0,30.76,0.0,0.0,0.5919516539798324,0.023491740701134346,-0.02136245234561741,0.13086441922631037,0.14263665297868716,0.09066825243602214,0.003340682574545524,-0.0004616890277782509,0.001221770409775359,0.0228384608177102
5.0,1.0,2.25,1.0000258027079305,0.004702071703412053,15.0,30.51,31.0,10.0,2.2497567177835522,0.16547466255433585,0.6092912900004233,0.210150913530551,0.20511247077481135,0.19556043332385678,0.00303841331698044,0.0067204991471292354,0.004389510126412607,1.0140971333948703e-05,0.002412188392854371,0.0004564343155882703,0.002173597206257689,0.006800461484963003,0.0032193972794630293,9.00200509467597,16.43663173365562,10.907995773195568,15.0,30.51,0.0,0.0,0.49399450389325683,-0.003053940578539211,-0.022273372044005604,0.13936436861143447,0.13597269051155877,0.0885013136044926,-0.00010852131296548006,-0.0011234685077800815,0.0007205628195194277,0.022864353047576187
6.0,1.0,2.5,1.0000332562442185,0.0033228275156213147,20.0,30.81,24.0,8.0,2.4994566562384835,0.24310429523106047,0.6742603395800878,0.15599744103302424,0.15634982423509822,0.17669564828449819,0.0014884599627544245,0.0037546311845057276,0.007144986051080478,1.0500085174738405e-05,0.0026799857200324978,0.0004564297970256898,0.0012444306349129613,0.006540703224270038,0.0059953910638363625,7.005573655187758,11.608503887403167,7.457555354892507,20.0,30.81,0.0,0.0,0.466695652245979,0.0002345052125276162,-0.019838112870963147,0.09033773284448265,0.09389618888531982,0.062468670162493876,0.000489052445269873,0.00020084342296403817,-0.0006173968951087367,0.010435038706387435
7.0,1.0,2.6,1.00005331792976,0.002661477127575255,20.0,30.82,25.0,8.0,2.5999743126171864,0.2788431203737903,0.7081887336505662,0.1477083611220536,0.15556405932798498,0.17180395435147278,0.0018412300539611469,0.002690763765962467,0.0036269576409849852,1.0651369942385197e-05,0.0027876823296186467,0.00045641277144899367,0.0015393458830013497,0.0065794455638515,0.0030918308893568363,7.003748176984599,9.819645131375449,8.762858657474263,20.0,30.82,0.0,0.0,0.42600138629347695,-0.006743530466418382,-0.0037407578602747377,0.08725865324012683,0.09296223549110215,0.06047462764377014,0.00035908878042926475,0.0003627856770818656,3.83618870638792e-05,0.009952014167062637
8.0,1.0,2.7,1.0000229151291513,0.002394474239824168,20.0,30.84,26.0,8.0,2.6997655602119006,0.30806986177842804,0.7389187285167533,0.13499734199811203,0.14882983564293892,0.1681138111811391,0.0011148818445565292,0.0030603349220357638,0.003494938069240277,1.080576777819994e-05,0.0028948733309999302,0.0004564417414774186,0.0009321311019635585,0.006870910679499039,0.002985171926789248,7.010521842104691,10.164580196803648,8.895742663430143,20.0,30.84,0.0,0.0,0.401020756345311,0.010922934941540893,-0.006488007434518798,0.08094689395781349,0.08253904801324553,0.05797782837602639,0.000447706922400448,0.0002826065370910409,8.216783214886724e-05,0.008359403017853484
9.0,1.0,2.8,1.0000339815668204,0.002580715812595433,20.0,30.85,27.0,9.0,2.800003915115433,0.3307211766998718,0.7699090041365512,0.11730313239588262,0.13555276147966797,0.16338651932538537,0.0017220410070078764,0.004548900526207018,0.002980432950560645,1.0963950818304028e-05,0.0030023093551772586,0.0004564329216121994,0.0013237513250948358,0.0073399729098127834,0.0024002812959825716,8.00583726773774,11.83181999134071,11.233160668310633,20.0,30.85,0.0,0.0,0.36853136502659956,0.0022208391204746863,-0.01337695856335088,0.08521747178076852,0.08519236225600256,0.062246397211572047,0.001202147739200107,3.909210109292092e-05,0.0004867096571563997,0.009192944375921365
