run,tow_speed_nom,tsr_nom,mean_tow_speed,std_tow_speed,t1,t2,n_blade_pass,n_revs,mean_tsr,mean_cp,mean_cd,std_tsr,std_cp,std_cd,std_tsr_per_rev,std_cp_per_rev,std_cd_per_rev,sys_unc_tsr,sys_unc_cp,sys_unc_cd,exp_unc_tsr,exp_unc_cp,exp_unc_cd,dof_tsr,dof_cp,dof_cd,t1_wake,t2_wake,y_R,z_H,mean_u,mean_v,mean_w,std_u,std_v,std_w,mean_upvp,mean_upwp,mean_vpwp,k
0.0,1.0,3.1,1.0000489266055046,0.0029666972351579703,20.0,30.9,30.0,10.0,3.0993803389206738,0.35642695712401706,0.8459857157858445,0.09947115684039828,0.12847890442202795,0.1663856073948286,0.0022982425229844763,0.0038268794642587222,0.004800714942448792,1.1456106347050442e-05,0.0033232066239215754,0.00045642264596869444,0.0016441434162695963,0.007869213196823883,0.003505106140413338,9.004472476751872,10.104488494582354,10.60310101267661,20.0,30.9,-2.75,0.5,1.0712061541084852,-0.0314625974754923,-0.038176308687488975,0.021160155319834076,0.019843461133402858,0.007179383293189403,2.6437476638353655e-06,-4.1454350990778366e-05,8.080011415679048e-06,0.00044632435711677485
1.0,1.0,3.1,1.000044995408632,0.0029708829623516664,20.0,30.89,30.0,10.0,3.0996901191329984,0.35401934419401054,0.8433694894782363,0.10084698379667832,0.13026625283924337,0.16903299314021597,0.001699864421513712,0.005718456388990933,0.006596628126523678,1.145667665235553e-05,0.003323565815019397,0.00045642611319194986,0.001216117644340849,0.008209820365037736,0.004767314409767384,9.0081761493902,12.46657424007101,9.856938649445302,20.0,30.89,-2.5,0.5,1.0788562888925606,-0.03188976012096213,-0.041582483884093434,0.024224481998274577,0.022248840788174986,0.00924946130112696,4.224219159952347e-05,-4.3345293574985725e-05,2.8348786423531073e-05,0.0005834253532424026
2.0,1.0,3.1,1.0000484481175391,0.002980339002162676,20.0,30.89,30.0,10.0,3.0998324076255273,0.35684713525778283,0.8478294853382522,0.10031622117652485,0.12953252100255544,0.16825204525362986,0.0014962367977047642,0.004728935931831904,0.005190412739642952,1.1456875937506077e-05,0.0033236943296493064,0.0004564231681570296,0.0010704659408614563,0.008007714331788839,0.0037773692161258013,9.010553297474022,11.160262626043156,10.375904822511215,20.0,30.89,-2.25,0.5,1.0103615057758635,-0.026962809974536782,-0.030578971623806104,0.05539142383908054,0.05686599908483308,0.03479559663555837,-0.00017385604289218092,-0.00012678715070252455,0.000131483885352255,0.0037546176172686884
3.0,1.0,3.1,1.0000474104683195,0.0029370696084156387,20.0,30.89,30.0,10.0,3.0997472228255667,0.36000133947177543,0.8501286191143892,0.10094029151644218,0.13061102689083431,0.16821862512513644,0.002293956508402979,0.004041442705825614,0.005020374980646564,1.1456750866541927e-05,0.003323614405092613,0.0004564242222686694,0.0016410775443163603,0.007898900784084745,0.003658420069097937,9.004489709929967,10.339729218687882,10.468801606480831,20.0,30.89,-2.0,0.5,1.0694747487813425,-0.041000459369985996,-0.03969834726586035,0.021927566669188294,0.020643852913166963,0.007670967071143334,2.27007248969434e-05,-2.5541743952370433e-05,2.0236238807533163e-05,0.00048269352033747013
4.0,1.0,3.1,1.0000492194674013,0.0030532536882637564,20.0,30.89,30.0,10.0,3.0997267485484796,0.3552049242430623,0.8454742544957027,0.09949048979054839,0.12824651353677857,0.1655395262116362,0.0018562732379088858,0.00678327896761895,0.0064713354567990915,1.1456681497938945e-05,0.003323571504344049,0.00045642235455042076,0.0013279966644296087,0.00848936869595999,0.00467877636185391,9.006856397170129,13.907863412922023,9.890141039614242,20.0,30.89,-1.8,0.5,1.0750629322267093,-0.042294765885821414,-0.04293158873308474,0.021903851761796333,0.020451616422669676,0.008164444633221763,-1.6067954573733034e-05,-5.778238649990528e-05,2.4283710129567672e-05,0.00048213122973499417
5.0,1.0,3.1,1.0000458310376492,0.0029845294312953684,20.0,30.89,30.0,10.0,3.0998228884966776,0.354428021587493,0.8455253820963553,0.10007179066224259,0.1292548826258637,0.16817676809810905,0.001186775447790598,0.0034570048309441512,0.0036599887628971615,1.1456890633111905e-05,0.003323702016521839,0.00045642545007458957,0.0008491227186881861,0.00782613229704457,0.0027185047255070868,9.016774253896608,9.723389778135006,11.698683467087436,20.0,30.89,-1.6,0.5,1.062925127048694,-0.04746807536665782,-0.02053008737174309,0.03467304566996883,0.03192653007999069,0.014955637284692597,-0.00020703151010308216,-9.5322705793069e-05,-5.940390240223598e-05,0.0012220356555176304
6.0,1.0,3.1,1.0000443250688706,0.0029950738484179765,20.0,30.89,30.0,10.0,3.0998487594390722,0.35762307938834914,0.8508555751316342,0.10132571165999237,0.1310229827206727,0.16936905957728596,0.0021582243981604454,0.005467470004484532,0.004084985778206575,1.1456953796573135e-05,0.003323741158731546,0.0004564270720008709,0.0015439856768625687,0.008153613177239265,0.003009185429246094,9.005072358549222,12.126046317255351,11.19120708225169,20.0,30.89,-1.5,0.5,1.0819834653642346,-0.0478360882788256,-0.015014233287848032,0.025966743184536144,0.019588139637886404,0.010218795204348997,8.4904314025926e-06,-7.774948596237795e-05,4.332911421127761e-06,0.0005809284514576476
7.0,1.0,3.1,1.0000460973370064,0.0029747625896745246,20.0,30.89,30.0,10.0,3.0996498388685434,0.3576049229156434,0.8497529239439232,0.0997987860951472,0.12954065019485902,0.1675408760567002,0.0028785200813969433,0.004720459266488331,0.003919894601162602,1.1456591070308434e-05,0.0033235122527408654,0.0004564254030538968,0.0020592328897860216,0.00800582518456375,0.002895845718263774,9.002851284081611,11.149934146891585,11.370709414924645,20.0,30.89,-1.4,0.5,1.082576216690249,-0.04645913704409614,-0.011247933924929782,0.02192432689585927,0.018014576559693175,0.008783469791844495,1.3442699851841396e-05,-5.705549626259105e-05,-1.363725179194542e-05,0.0004409726502386786
8.0,1.0,3.1,1.0000404132231404,0.0029922518696211993,20.0,30.89,30.0,10.0,3.099974312268023,0.34960988978440943,0.8422533045138604,0.09882238432668229,0.12806581979203072,0.16715654306207697,0.002115093167115131,0.003560080845125625,0.0043331878092855835,1.1457200520643947e-05,0.0033238951335053226,0.0004564302441279726,0.0015131331911354506,0.007838201131576263,0.0031804174535810165,9.005281563699006,9.825800734579557,10.956189444034198,20.0,30.89,-1.3,0.5,1.0793973369558962,-0.040661616422769616,0.0024848484892365623,0.021440017375941874,0.021036482138769567,0.010788440410027687,2.061870851945264e-05,-6.0452324468786755e-05,-3.466819705099271e-05,0.0005090652996844572
9.0,1.0,3.1,1.0000379063360882,0.002914854146803546,20.0,30.89,30.0,10.0,3.099791565772103,0.3551095683950022,0.8455530430127707,0.09906313663197511,0.12846809314353572,0.16627302896451787,0.001895971722534052,0.00408984251974719,0.005038265312000775,1.1456930211388238e-05,0.003323722226392341,0.0004564326849276285,0.0013563931819942738,0.007905960205060982,0.0036709274800685357,9.006572571997266,10.394199280617999,10.458652872806386,20.0,30.89,-1.2,0.5,1.064277956000792,-0.026094712843882966,0.019672635536259458,0.028990666400567848,0.035583534195132334,0.02519943056590609,0.00039141720690426615,-0.00015298020428163307,-0.0003586531869681939,0.0013701987295582508
